TITLE = "LBM Flow with Thermal Convection"
VARIABLES = "X", "Y", "U", "V", "Rho", "Temperature"
ZONE T="Step 101", I=41, J=21, F=POINT
2 19 0.0547598 -0.00260541 1.01412 282.123
2 20 0.0225692 0.000149441 1.01073 282.19
3 0 0.0244153 -0.00144612 1.0175 293.514
3 1 0.0495472 -0.000908734 1.01096 284.225
3 2 0.0557527 0.00258797 1.0103 281.441
3 3 0.0573131 0.00322796 1.01611 281.389
3 4 0.0514368 0.00067451 1.01077 280.027
3 5 0.0546007 -0.00437034 1.00826 279.898
3 6 0.0516314 -0.00453101 1.01216 281.109
3 7 0.0486624 -0.00103408 1.01307 282.499
3 8 0.0469976 -0.00285685 1.00948 280.589
3 9 0.0456454 -0.00612871 1.01161 281.032
3 10 0.0409946 2.87001e-16 1.01544 282.509
3 11 0.0456454 0.00612871 1.01161 280.968
3 12 0.0469976 0.00285685 1.00948 280.716
3 13 0.0486624 0.00103408 1.01307 282.44
3 14 0.0516314 0.00453101 1.01216 281.531
3 15 0.0546007 0.00437034 1.00826 279.95
3 16 0.0514368 -0.00067451 1.01077 280.62
3 17 0.0573131 -0.00322796 1.01611 282.302
3 18 0.0557527 -0.00258797 1.0103 281.339
3 19 0.0495472 0.000908734 1.01096 281.802
3 20 0.0244153 0.00144612 1.0175 283.912
4 0 0.0239381 0.00179602 1.01495 294.021
4 1 0.0500139 0.00164096 1.01411 284.83
4 2 0.0577239 -0.00205117 1.01427 281.377
4 3 0.0567851 -0.00336369 1.01287 281.54
4 4 0.0543573 -0.00137654 1.00947 280.759
4 5 0.0573305 -0.00279565 1.01081 281.462
4 6 0.0503783 -0.00457787 1.01029 282.066
4 7 0.0490995 -0.0068622 1.01018 281.148
4 8 0.0470262 -0.0113001 1.01059 280.224
4 9 0.0396382 -0.00497974 1.01146 281.286
4 10 0.0381443 1.5447e-16 1.01072 280.375
4 11 0.0396382 0.00497974 1.01146 281.344
4 12 0.0470262 0.0113001 1.01059 280.314
4 13 0.0490995 0.0068622 1.01018 280.947
4 14 0.0503783 0.00457787 1.01029 282.424
4 15 0.0573305 0.00279565 1.01081 281.48
4 16 0.0543573 0.00137654 1.00947 280.666
4 17 0.0567851 0.00336369 1.01287 281.435
4 18 0.0577239 0.00205117 1.01427 282.352
4 19 0.0500139 -0.00164096 1.01411 282.919
4 20 0.0239381 -0.00179602 1.01495 283.6
5 0 0.0217499 -0.000590541 1.01223 294.252
5 1 0.052934 -0.00224665 1.01851 286.3
5 2 0.059016 -0.00115039 1.01589 282.777
5 3 0.0557971 -0.00164789 1.00888 281.661
5 4 0.0591068 -0.00390534 1.01065 281.565
5 5 0.0579517 -0.00681526 1.01328 282.461
5 6 0.0528077 -0.00912385 1.008 280.578
5 7 0.0547219 -0.0146176 1.00665 279.717
5 8 0.0453645 -0.0188172 1.01173 282.152
5 9 0.0356463 -0.0173079 1.00934 284.531
5 10 0.0171835 -4.12772e-16 1.00863 286.444
5 11 0.0356463 0.0173079 1.00934 284.561
5 12 0.0453645 0.0188172 1.01173 282.072
5 13 0.0547219 0.0146176 1.00665 279.729
5 14 0.0528077 0.00912385 1.008 280.775
5 15 0.0579517 0.00681526 1.01328 282.689
5 16 0.0591068 0.00390534 1.01065 281.897
5 17 0.0557971 0.00164789 1.00888 281.706
5 18 0.059016 0.00115039 1.01589 283.312
5 19 0.052934 0.00224665 1.01851 284.303
5 20 0.0217499 0.000590541 1.01223 283.497
6 0 0.0242305 -0.000907602 1.01701 294.605
6 1 0.0544586 -0.00301031 1.01573 286.935
6 2 0.0580905 -0.00380833 1.01297 283.263
6 3 0.0581946 -0.00378254 1.01346 282.757
6 4 0.0616329 -0.00662206 1.01139 282.555
6 5 0.0590914 -0.00931848 1.00864 282.614
6 6 0.0588009 -0.00954823 1.00789 281.188
6 7 0.0627553 -0.0177669 1.00729 282.318
6 8 0.0498505 -0.0310214 1.00518 284.692
6 9 0.0216985 -0.0164469 1.00817 293.3
6 10 0 0 1 300
6 11 0.0216985 0.0164469 1.00817 293.325
6 12 0.0498505 0.0310214 1.00518 284.668
6 13 0.0627553 0.0177669 1.00729 282.249
6 14 0.0588009 0.00954823 1.00789 281.227
6 15 0.0590914 0.00931848 1.00864 282.175
6 16 0.0616329 0.00662206 1.01139 282.749
6 17 0.0581946 0.00378254 1.01346 283.221
6 18 0.0580905 0.00380833 1.01297 283.328
6 19 0.0544586 0.00301031 1.01573 284.144
6 20 0.0242305 0.000907602 1.01701 284.959
7 0 0.0266498 -0.00135604 1.0193 295.553
7 1 0.0532299 -0.00124502 1.01393 287.468
7 2 0.0585557 -0.00142152 1.0125 283.609
7 3 0.0621304 -0.00412028 1.01599 283.713
7 4 0.0625813 -0.00512641 1.01098 283.172
7 5 0.0611776 -0.0046743 1.0068 282.122
7 6 0.0674255 -0.0119584 1.00899 282.257
7 7 0.0701077 -0.0224347 1.00715 282.767
7 8 0.0451886 -0.0131257 1.00055 290.761
7 9 0 0 1 300
7 10 0 0 1 300
7 11 0 0 1 300
7 12 0.0451886 0.0131257 1.00055 290.926
7 13 0.0701077 0.0224347 1.00715 282.519
7 14 0.0674255 0.0119584 1.00899 282.54
7 15 0.0611776 0.0046743 1.0068 282.024
7 16 0.0625813 0.00512641 1.01098 283.115
7 17 0.0621304 0.00412028 1.01599 284.067
7 18 0.0585557 0.00142152 1.0125 283.691
7 19 0.0532299 0.00124502 1.01393 283.98
7 20 0.0266498 0.00135604 1.0193 285.293
8 0 0.025642 0.000785824 1.01449 295.263
8 1 0.0536822 0.000254742 1.0154 287.367
8 2 0.0613734 -0.00158832 1.01461 283.777
8 3 0.0618314 -0.0036027 1.01129 283.655
8 4 0.0630552 -0.00425305 1.00981 282.795
8 5 0.0639326 -0.00487096 1.01097 283.053
8 6 0.0732927 -0.00684291 1.00594 281.37
8 7 0.0718671 -0.00628673 1.00377 284.209
8 8 0.03248 -0.00256159 1.00324 294.411
8 9 0 0 1 300
8 10 0 0 1 300
8 11 0 0 1 300
8 12 0.03248 0.00256159 1.00324 294.721
8 13 0.0718671 0.00628673 1.00377 284.036
8 14 0.0732927 0.00684291 1.00594 281.403
8 15 0.0639326 0.00487096 1.01097 283.057
8 16 0.0630552 0.00425305 1.00981 282.796
8 17 0.0618314 0.0036027 1.01129 283.341
8 18 0.0613734 0.00158832 1.01461 284.047
8 19 0.0536822 -0.000254742 1.0154 284.222
8 20 0.025642 -0.000785824 1.01449 283.962
9 0 0.0228718 -0.000125144 1.01277 295.239
9 1 0.0550693 -3.03187e-05 1.01579 287.499
9 2 0.0633991 -0.0017383 1.01454 284.458
9 3 0.0601862 -0.00107674 1.01032 283.115
9 4 0.0637137 0.000885129 1.01066 283.071
9 5 0.0665342 -2.51294e-05 1.01103 282.694
9 6 0.0749765 -0.00423279 1.00565 281.263
9 7 0.0685021 -0.00257943 1.00264 285.237
9 8 0.0266487 0.000664249 1.00497 293.231
9 9 0.0046281 0.00146846 1.00609 297.972
9 10 0.00396532 -1.34529e-16 1.00579 297.49
9 11 0.0046281 -0.00146846 1.00609 297.939
9 12 0.0266487 -0.000664249 1.00497 293.665
9 13 0.0685021 0.00257943 1.00264 285.367
9 14 0.0749765 0.00423279 1.00565 281.356
9 15 0.0665342 2.51294e-05 1.01103 282.649
9 16 0.0637137 -0.000885129 1.01066 283.171
9 17 0.0601862 0.00107674 1.01032 283.078
9 18 0.0633991 0.0017383 1.01454 284
9 19 0.0550693 3.03187e-05 1.01579 284.375
9 20 0.0228718 0.000125144 1.01277 283.82
10 0 0.0231544 -0.00160834 1.01503 295.176
10 1 0.0538323 -0.00127572 1.01199 287.157
10 2 0.061234 0.000482303 1.01076 283.137
10 3 0.0605189 8.12649e-05 1.01403 283.151
10 4 0.062821 -0.00132224 1.01045 282.846
10 5 0.0641175 0.00124892 1.00686 282.163
10 6 0.0729836 0.00493873 1.00696 282.094
10 7 0.0680457 0.0103936 1.00704 285.155
10 8 0.0325946 0.0040006 1.0037 291.041
10 9 0.00323947 -0.0045512 1.00543 292.333
10 10 -0.00700371 -5.84598e-17 1.00891 290.348
10 11 0.00323947 0.0045512 1.00543 292.223
10 12 0.0325946 -0.0040006 1.0037 291.216
10 13 0.0680457 -0.0103936 1.00704 284.736
10 14 0.0729836 -0.00493873 1.00696 282.134
10 15 0.0641175 -0.00124892 1.00686 281.892
10 16 0.062821 0.00132224 1.01045 282.894
10 17 0.0605189 -8.12649e-05 1.01403 283.795
10 18 0.061234 -0.000482303 1.01076 282.899
10 19 0.0538323 0.00127572 1.01199 283.413
10 20 0.0231544 0.00160834 1.01503 284.182
11 0 0.0237533 -0.000373541 1.01401 295.413
11 1 0.0517969 -0.00117202 1.01133 286.942
11 2 0.0589221 -0.000359667 1.01116 283.519
11 3 0.0602365 0.00195468 1.01257 283.453
11 4 0.0616072 0.00337042 1.00981 282.761
11 5 0.0626522 0.00521411 1.00767 282.096
11 6 0.0675769 0.00650773 1.00773 282.195
11 7 0.0652189 0.0125315 1.00732 283.498
11 8 0.0400108 0.0131945 1.00572 287.237
11 9 0.00737369 0.00545486 1.0065 287.978
11 10 0.00139578 -1.99495e-16 1.00868 285.651
11 11 0.00737369 -0.00545486 1.0065 288.008
11 12 0.0400108 -0.0131945 1.00572 287.508
11 13 0.0652189 -0.0125315 1.00732 283.281
11 14 0.0675769 -0.00650773 1.00773 282.588
11 15 0.0626522 -0.00521411 1.00767 282.202
11 16 0.0616072 -0.00337042 1.00981 282.57
11 17 0.0602365 -0.00195468 1.01257 283.565
11 18 0.0589221 0.000359667 1.01116 283.213
11 19 0.0517969 0.00117202 1.01133 283.239
11 20 0.0237533 0.000373541 1.01401 283.86
12 0 0.0223522 7.67558e-05 1.00974 294.765
12 1 0.0501733 0.000920597 1.01298 286.675
12 2 0.0582947 0.000935135 1.01175 282.961
12 3 0.0573774 0.00110276 1.00859 282.684
12 4 0.0575984 0.00299445 1.00978 282.751
12 5 0.0601489 0.00643001 1.01106 282.503
12 6 0.0610965 0.0110338 1.00634 281.883
12 7 0.0593532 0.0163649 1.007 283.228
12 8 0.0444568 0.0182244 1.01013 285.036
12 9 0.01626 0.0122475 1.01 285.493
12 10 0.00871328 -2.99683e-16 1.0072 284.268
12 11 0.01626 -0.0122475 1.01 285.1
12 12 0.0444568 -0.0182244 1.01013 285.34
12 13 0.0593532 -0.0163649 1.007 282.79
12 14 0.0610965 -0.0110338 1.00634 281.93
12 15 0.0601489 -0.00643001 1.01106 282.416
12 16 0.0575984 -0.00299445 1.00978 282.855
12 17 0.0573774 -0.00110276 1.00859 282.566
12 18 0.0582947 -0.000935135 1.01175 283.238
12 19 0.0501733 -0.000920597 1.01298 283.439
12 20 0.0223522 -7.67558e-05 1.00974 282.837
13 0 0.0209338 -0.000624488 1.01106 295.028
13 1 0.0485601 7.08026e-05 1.01015 286.689
13 2 0.0569321 0.00148357 1.01041 283.248
13 3 0.0559453 0.00272965 1.00953 282.516
13 4 0.0559729 0.00460259 1.00989 282.885
13 5 0.0557584 0.00603246 1.00979 282.806
13 6 0.0561038 0.00865249 1.00734 281.755
13 7 0.0537363 0.0137777 1.00783 282.429
13 8 0.0443844 0.0170634 1.01041 283.033
13 9 0.0280678 0.0118345 1.01035 283.505
13 10 0.0217208 -3.98568e-16 1.00975 283.064
13 11 0.0280678 -0.0118345 1.01035 283.412
13 12 0.0443844 -0.0170634 1.01041 283.462
13 13 0.0537363 -0.0137777 1.00783 282.278
13 14 0.0561038 -0.00865249 1.00734 281.869
13 15 0.0557584 -0.00603246 1.00979 282.631
13 16 0.0559729 -0.00460259 1.00989 283.076
13 17 0.0559453 -0.00272965 1.00953 282.499
13 18 0.0569321 -0.00148357 1.01041 282.926
13 19 0.0485601 -7.08026e-05 1.01015 282.828
13 20 0.0209338 0.000624488 1.01106 283.113
14 0 0.0198606 -0.000215808 1.01085 294.475
14 1 0.0470153 -0.000295184 1.00911 286.399
14 2 0.054049 0.00108604 1.00928 282.823
14 3 0.0531493 0.00219181 1.0129 283.128
14 4 0.0543806 0.0036163 1.00973 282.693
14 5 0.0515896 0.00622373 1.00741 282.21
14 6 0.0518474 0.0087737 1.00989 282.468
14 7 0.0504595 0.0117726 1.01064 282.578
14 8 0.0430548 0.0129184 1.00814 282.154
14 9 0.0363818 0.00830124 1.01133 283.014
14 10 0.0322365 -5.37707e-16 1.01301 283.179
14 11 0.0363818 -0.00830124 1.01133 282.921
14 12 0.0430548 -0.0129184 1.00814 282.293
14 13 0.0504595 -0.0117726 1.01064 282.326
14 14 0.0518474 -0.0087737 1.00989 282.798
14 15 0.0515896 -0.00622373 1.00741 282.042
14 16 0.0543806 -0.0036163 1.00973 282.95
14 17 0.0531493 -0.00219181 1.0129 283.165
14 18 0.054049 -0.00108604 1.00928 282.829
14 19 0.0470153 0.000295184 1.00911 282.636
14 20 0.0198606 0.000215808 1.01085 282.931
15 0 0.0196742 -0.000384739 1.00955 294.563
15 1 0.044416 0.000635872 1.01078 286.681
15 2 0.0524767 0.00111576 1.01018 283.354
15 3 0.0526087 0.0025471 1.01015 282.738
15 4 0.0513476 0.00411835 1.00991 283.013
15 5 0.0500898 0.00509148 1.00969 282.739
15 6 0.0488147 0.00595212 1.00917 282.524
15 7 0.048293 0.00682486 1.00918 282.473
15 8 0.0440207 0.00694881 1.00953 282.194
15 9 0.0422058 0.00520005 1.01048 282.658
15 10 0.0382271 1.7852e-16 1.01059 282.542
15 11 0.0422058 -0.00520005 1.01048 282.605
15 12 0.0440207 -0.00694881 1.00953 282.252
15 13 0.048293 -0.00682486 1.00918 282.398
15 14 0.0488147 -0.00595212 1.00917 282.782
15 15 0.0500898 -0.00509148 1.00969 282.461
15 16 0.0513476 -0.00411835 1.00991 282.949
15 17 0.0526087 -0.0025471 1.01015 282.668
15 18 0.0524767 -0.00111576 1.01018 283.021
15 19 0.044416 -0.000635872 1.01078 282.896
15 20 0.0196742 0.000384739 1.00955 282.614
16 0 0.0183331 0.000290109 1.00861 294.401
16 1 0.0436352 0.000656181 1.01114 286.315
16 2 0.0513827 0.00101582 1.01085 282.991
16 3 0.051021 0.00177138 1.00948 282.507
16 4 0.0492487 0.00279966 1.01076 283.024
16 5 0.0497525 0.00422125 1.01212 283.093
16 6 0.0483423 0.00487049 1.00738 282.29
16 7 0.0468549 0.00551742 1.00812 282.454
16 8 0.0455545 0.00497378 1.01013 282.352
16 9 0.0428826 0.00268391 1.01013 282.526
16 10 0.0422698 -8.96612e-17 1.00607 281.565
16 11 0.0428826 -0.00268391 1.01013 282.555
16 12 0.0455545 -0.00497378 1.01013 282.477
16 13 0.0468549 -0.00551742 1.00812 282.241
16 14 0.0483423 -0.00487049 1.00738 282.312
16 15 0.0497525 -0.00422125 1.01212 283.011
16 16 0.0492487 -0.00279966 1.01076 283.319
16 17 0.051021 -0.00177138 1.00948 282.626
16 18 0.0513827 -0.00101582 1.01085 283.001
16 19 0.0436352 -0.000656181 1.01114 283.056
16 20 0.0183331 -0.000290109 1.00861 282.423
17 0 0.0179199 -7.53852e-05 1.00978 294.555
17 1 0.0438506 -4.97142e-05 1.00879 286.232
17 2 0.0511104 0.000751017 1.0099 282.955
17 3 0.0496071 0.00264707 1.01183 283.145
17 4 0.0497288 0.00248144 1.00944 282.782
17 5 0.0490129 0.00298345 1.00918 282.668
17 6 0.0477558 0.0032391 1.00918 282.415
17 7 0.0471672 0.00301544 1.00825 282.189
17 8 0.0472483 0.00271276 1.0066 281.776
17 9 0.0440602 0.00155145 1.00656 282.161
17 10 0.0456426 2.06455e-16 1.00829 282.048
17 11 0.0440602 -0.00155145 1.00656 282.056
17 12 0.0472483 -0.00271276 1.0066 281.741
17 13 0.0471672 -0.00301544 1.00825 282.178
17 14 0.0477558 -0.0032391 1.00918 282.625
17 15 0.0490129 -0.00298345 1.00918 282.438
17 16 0.0497288 -0.00248144 1.00944 282.762
17 17 0.0496071 -0.00264707 1.01183 283.115
17 18 0.0511104 -0.000751017 1.0099 282.627
17 19 0.0438506 4.97142e-05 1.00879 282.569
17 20 0.0179199 7.53852e-05 1.00978 282.728
18 0 0.0189291 0.000308978 1.01064 294.733
18 1 0.0435901 0.00107368 1.00956 286.362
18 2 0.0502365 0.00113133 1.00983 282.93
18 3 0.0495098 0.00110723 1.01137 282.869
18 4 0.0502715 0.00190515 1.00919 282.677
18 5 0.0482016 0.00245721 1.00817 282.354
18 6 0.0489644 0.00269586 1.00887 282.454
18 7 0.0475573 0.00268818 1.00734 282.073
18 8 0.0465694 0.00247749 1.00305 280.988
18 9 0.0443044 0.00189023 1.00414 281.255
18 10 0.0448892 1.58651e-16 1.00595 281.188
18 11 0.0443044 -0.00189023 1.00414 281.384
18 12 0.0465694 -0.00247749 1.00305 280.995
18 13 0.0475573 -0.00268818 1.00734 281.923
18 14 0.0489644 -0.00269586 1.00887 282.636
18 15 0.0482016 -0.00245721 1.00817 282.269
18 16 0.0502715 -0.00190515 1.00919 282.673
18 17 0.0495098 -0.00110723 1.01137 283.114
18 18 0.0502365 -0.00113133 1.00983 282.848
18 19 0.0435901 -0.00107368 1.00956 282.856
18 20 0.0189291 -0.000308978 1.01064 282.897
19 0 0.0185854 0.00062118 1.00953 294.771
19 1 0.0444628 0.000788963 1.01229 286.455
19 2 0.0515236 0.000593514 1.01013 283.01
19 3 0.0500647 0.00117471 1.00944 282.611
19 4 0.0497832 0.00176292 1.00995 282.726
19 5 0.0477897 0.00198626 1.00977 282.528
19 6 0.0487045 0.00129844 1.00611 281.846
19 7 0.0470451 0.00137269 1.00526 281.534
19 8 0.0464992 0.00114321 1.00612 281.5
19 9 0.0469257 0.00053372 1.00372 281.129
19 10 0.0460389 2.63532e-16 1.00055 279.948
19 11 0.0469257 -0.00053372 1.00372 281.135
19 12 0.0464992 -0.00114321 1.00612 281.622
19 13 0.0470451 -0.00137269 1.00526 281.441
19 14 0.0487045 -0.00129844 1.00611 281.85
19 15 0.0477897 -0.00198626 1.00977 282.48
19 16 0.0497832 -0.00176292 1.00995 282.83
19 17 0.0500647 -0.00117471 1.00944 282.633
19 18 0.0515236 -0.000593514 1.01013 282.755
19 19 0.0444628 -0.000788963 1.01229 283.354
19 20 0.0185854 -0.00062118 1.00953 282.684
20 0 0.0191573 1.00857e-05 1.01183 294.815
20 1 0.0455524 -0.000173804 1.01158 286.65
20 2 0.0520441 -7.71436e-05 1.01146 283.772
20 3 0.0492403 0.000801743 1.01096 283.036
20 4 0.0490681 0.000792645 1.01114 283.272
20 5 0.0496243 0.000787637 1.0106 282.794
20 6 0.0481155 0.00106319 1.00776 282.269
20 7 0.0464279 0.00123547 1.00584 281.55
20 8 0.0458003 0.000632079 1.0055 281.459
20 9 0.0447938 0.000202485 1.00304 281.094
20 10 0.0434542 6.23771e-17 1.00117 280.29
20 11 0.0447938 -0.000202485 1.00304 280.874
20 12 0.0458003 -0.000632079 1.0055 281.591
20 13 0.0464279 -0.00123547 1.00584 281.576
20 14 0.0481155 -0.00106319 1.00776 282.294
20 15 0.0496243 -0.000787637 1.0106 282.798
20 16 0.0490681 -0.000792645 1.01114 283.353
20 17 0.0492403 -0.000801743 1.01096 283.163
20 18 0.0520441 7.71436e-05 1.01146 283.353
20 19 0.0455524 0.000173804 1.01158 283.156
20 20 0.0191573 -1.00857e-05 1.01183 283.454
21 0 0.0201537 -0.000625521 1.01266 295.216
21 1 0.0458379 -0.000836099 1.01144 286.842
21 2 0.0513097 -0.000112485 1.01265 283.543
21 3 0.0500312 -4.373e-05 1.01446 283.504
21 4 0.0493837 2.41799e-05 1.01098 283.27
21 5 0.0483372 0.000178133 1.00978 282.746
21 6 0.0467425 0.000277493 1.01018 282.825
21 7 0.0464741 -0.000346359 1.00925 282.519
21 8 0.0474742 -0.000354936 1.00392 281.126
21 9 0.0462069 1.47666e-05 1.00503 281.493
21 10 0.0464463 3.86342e-16 1.00579 281.279
21 11 0.0462069 -1.47666e-05 1.00503 281.274
21 12 0.0474742 0.000354936 1.00392 281.308
21 13 0.0464741 0.000346359 1.00925 282.387
21 14 0.0467425 -0.000277493 1.01018 282.848
21 15 0.0483372 -0.000178133 1.00978 282.715
21 16 0.0493837 -2.41799e-05 1.01098 283.162
21 17 0.0500312 4.373e-05 1.01446 283.735
21 18 0.0513097 0.000112485 1.01265 283.553
21 19 0.0458379 0.000836099 1.01144 283.116
21 20 0.0201537 0.000625521 1.01266 283.618
22 0 0.0201137 0.000142769 1.01396 295.27
22 1 0.0458853 -0.000451969 1.01331 287.349
22 2 0.0515415 -0.00127905 1.01323 283.9
22 3 0.0505201 -0.0013684 1.01212 283.198
22 4 0.0497644 -0.00036906 1.01191 283.504
22 5 0.0479985 -0.000416793 1.01021 282.857
22 6 0.0488065 -0.000736773 1.00929 282.493
22 7 0.0474933 -0.000754604 1.00761 282.25
22 8 0.0465749 -0.000414744 1.007 281.894
22 9 0.0451828 -0.000327016 1.00473 281.4
22 10 0.0458474 2.55242e-16 1.00587 281.671
22 11 0.0451828 0.000327016 1.00473 281.315
22 12 0.0465749 0.000414744 1.007 282.098
22 13 0.0474933 0.000754604 1.00761 282.112
22 14 0.0488065 0.000736773 1.00929 282.688
22 15 0.0479985 0.000416793 1.01021 282.85
22 16 0.0497644 0.00036906 1.01191 283.462
22 17 0.0505201 0.0013684 1.01212 283.36
22 18 0.0515415 0.00127905 1.01323 283.966
22 19 0.0458853 0.000451969 1.01331 283.523
22 20 0.0201137 -0.000142769 1.01396 283.984
23 0 0.0193952 -0.000751146 1.01286 294.904
23 1 0.0466803 -0.0017578 1.01384 287.083
23 2 0.0526444 -0.00194959 1.01209 283.681
23 3 0.0501068 -0.00165592 1.01074 283.215
23 4 0.0501768 -0.00115131 1.01108 283.087
23 5 0.0488735 -0.00164626 1.01104 282.824
23 6 0.049722 -0.00113923 1.00711 281.932
23 7 0.0474957 -0.000845622 1.00706 282.241
23 8 0.0485661 -0.000848131 1.00761 281.9
23 9 0.0487897 -0.00125132 1.00748 281.853
23 10 0.0495356 6.01227e-16 1.00409 281.461
23 11 0.0487897 0.00125132 1.00748 281.889
23 12 0.0485661 0.000848131 1.00761 281.923
23 13 0.0474957 0.000845622 1.00706 281.962
23 14 0.049722 0.00113923 1.00711 282.123
23 15 0.0488735 0.00164626 1.01104 282.892
23 16 0.0501768 0.00115131 1.01108 283.005
23 17 0.0501068 0.00165592 1.01074 282.961
23 18 0.0526444 0.00194959 1.01209 283.583
23 19 0.0466803 0.0017578 1.01384 283.641
23 20 0.0193952 0.000751146 1.01286 283.724
24 0 0.0203239 -0.00149322 1.01126 294.983
24 1 0.0457065 -0.00239682 1.01035 286.66
24 2 0.0516734 -0.00160933 1.01155 283.38
24 3 0.0503776 -0.00205812 1.01151 282.835
24 4 0.0508285 -0.00235264 1.00896 282.56
24 5 0.0501213 -0.00175 1.00774 282.306
24 6 0.0494262 -0.00150424 1.00872 282.395
24 7 0.0486023 -0.00148314 1.00709 282.116
24 8 0.0487693 -0.0012882 1.00649 281.966
24 9 0.0486006 -0.000320812 1.0063 281.656
24 10 0.0469508 3.99145e-16 1.0083 282.495
24 11 0.0486006 0.000320812 1.0063 281.713
24 12 0.0487693 0.0012882 1.00649 281.968
24 13 0.0486023 0.00148314 1.00709 282.107
24 14 0.0494262 0.00150424 1.00872 282.432
24 15 0.0501213 0.00175 1.00774 282.238
24 16 0.0508285 0.00235264 1.00896 282.64
24 17 0.0503776 0.00205812 1.01151 283.087
24 18 0.0516734 0.00160933 1.01155 283.209
24 19 0.0457065 0.00239682 1.01035 282.831
24 20 0.0203239 0.00149322 1.01126 283.162
25 0 0.02042 -0.000819794 1.01046 294.662
25 1 0.0438115 -0.0014613 1.00961 285.86
25 2 0.0506121 -0.00201809 1.00935 282.855
25 3 0.0508768 -0.00269814 1.01043 282.708
25 4 0.0498869 -0.00229077 1.00917 282.693
25 5 0.0491797 -0.00205147 1.00778 282.32
25 6 0.0490354 -0.00189446 1.00893 282.466
25 7 0.0495914 -0.00213995 1.01044 282.694
25 8 0.0491688 -0.00100311 1.00757 282.245
25 9 0.049862 -1.33353e-06 1.00909 282.295
25 10 0.049407 4.87842e-16 1.00988 282.744
25 11 0.049862 1.33353e-06 1.00909 282.347
25 12 0.0491688 0.00100311 1.00757 282.216
25 13 0.0495914 0.00213995 1.01044 282.763
25 14 0.0490354 0.00189446 1.00893 282.27
25 15 0.0491797 0.00205147 1.00778 282.256
25 16 0.0498869 0.00229077 1.00917 282.724
25 17 0.0508768 0.00269814 1.01043 282.804
25 18 0.0506121 0.00201809 1.00935 282.815
