TITLE = "LBM Flow with Thermal Convection"
VARIABLES = "X", "Y", "U", "V", "Rho", "Temperature"
ZONE T="Step 2000", I=41, J=21, F=POINT
4 8 0.048601 -0.0129586 1.10741 279.721
4 9 0.0403392 -0.00546973 1.10852 280.647
4 10 0.0399383 -1.8791e-17 1.1078 279.637
4 11 0.0403392 0.00546973 1.10852 280.652
4 12 0.048601 0.0129586 1.10741 279.856
4 13 0.0501487 0.00926047 1.10609 280.467
4 14 0.0508177 0.00714604 1.10616 282.117
4 15 0.0591244 0.00523648 1.10593 280.963
4 16 0.0557919 0.00299981 1.10464 279.919
4 17 0.0570229 0.00393385 1.10554 280.149
4 18 0.058671 0.00200032 1.10614 280.883
4 19 0.0501287 -0.00268609 1.10482 280.897
4 20 0.0233337 -0.00231059 1.10553 281.16
5 0 0.0207801 -0.000582293 1.10135 293.486
5 1 0.0526995 -0.000786276 1.10757 284.699
5 2 0.0601811 -1.05203e-05 1.10708 281.505
5 3 0.056981 -0.000958156 1.10121 279.965
5 4 0.0602303 -0.00475329 1.10539 280.326
5 5 0.0597343 -0.00865093 1.10858 281.045
5 6 0.0531661 -0.0107853 1.10354 279.926
5 7 0.0552426 -0.0164525 1.10349 278.898
5 8 0.047059 -0.0194166 1.10971 281.392
5 9 0.0371183 -0.0186054 1.10887 284.024
5 10 0.0209494 5.63953e-17 1.10736 285.653
5 11 0.0371183 0.0186054 1.10887 284.049
5 12 0.047059 0.0194166 1.10971 281.424
5 13 0.0552426 0.0164525 1.10349 279.067
5 14 0.0531661 0.0107853 1.10354 280.005
5 15 0.0597343 0.00865093 1.10858 281.673
5 16 0.0602303 0.00475329 1.10539 280.675
5 17 0.056981 0.000958156 1.10121 279.903
5 18 0.0601811 1.05203e-05 1.10708 281.1
5 19 0.0526995 0.000786276 1.10757 281.572
5 20 0.0207801 0.000582293 1.10135 280.892
6 0 0.0223962 -0.000597629 1.10532 293.841
6 1 0.0528969 -0.00179261 1.10457 285.26
6 2 0.0592086 -0.00195187 1.10399 281.292
6 3 0.0605389 -0.00302614 1.10542 280.147
6 4 0.0637418 -0.00721755 1.10529 280.479
6 5 0.0606391 -0.00971748 1.10318 280.486
6 6 0.0602337 -0.0105612 1.10422 280.018
6 7 0.063967 -0.0205328 1.10504 281.126
6 8 0.0504048 -0.031928 1.1037 283.991
6 9 0.0198164 -0.0170539 1.10732 292.899
6 10 0 0 1 300
6 11 0.0198164 0.0170539 1.10732 292.807
6 12 0.0504048 0.031928 1.1037 283.953
6 13 0.063967 0.0205328 1.10504 281.312
6 14 0.0602337 0.0105612 1.10422 279.995
6 15 0.0606391 0.00971748 1.10318 280.405
6 16 0.0637418 0.00721755 1.10529 280.761
6 17 0.0605389 0.00302614 1.10542 280.777
6 18 0.0592086 0.00195187 1.10399 280.613
6 19 0.0528969 0.00179261 1.10457 281.132
6 20 0.0223962 0.000597629 1.10532 282.155
7 0 0.0243955 -0.000836722 1.10793 295.022
7 1 0.0507819 -0.00037507 1.10252 286.1
7 2 0.0603039 -0.00013475 1.10236 281.294
7 3 0.0652872 -0.00338082 1.10743 280.632
7 4 0.0649296 -0.00568983 1.10404 280.702
7 5 0.0630717 -0.00665703 1.10045 279.771
7 6 0.0687549 -0.0146235 1.10483 280.777
7 7 0.0708936 -0.0252039 1.10521 281.572
7 8 0.0454585 -0.0144591 1.0988 290.573
7 9 0 0 1 300
7 10 0 0 1 300
7 11 0 0 1 300
7 12 0.0454585 0.0144591 1.0988 290.645
7 13 0.0708936 0.0252039 1.10521 281.665
7 14 0.0687549 0.0146235 1.10483 281.147
7 15 0.0630717 0.00665703 1.10045 279.961
7 16 0.0649296 0.00568983 1.10404 280.666
7 17 0.0652872 0.00338082 1.10743 281.137
7 18 0.0603039 0.00013475 1.10236 280.616
7 19 0.0507819 0.00037507 1.10252 281.058
7 20 0.0243955 0.000836722 1.10793 282.742
8 0 0.023433 0.00147939 1.10317 295
8 1 0.0514984 0.00168076 1.10521 286.758
8 2 0.0633518 -0.00147987 1.105 281.99
8 3 0.0666964 -0.00383858 1.10223 280.548
8 4 0.0663651 -0.00561923 1.10286 280.217
8 5 0.0679386 -0.00864332 1.10507 280.817
8 6 0.0753025 -0.0119697 1.10198 279.976
8 7 0.0697587 -0.0105265 1.09896 283.488
8 8 0.0295497 -0.00378217 1.10055 294.526
8 9 0 0 1 300
8 10 0 0 1 300
8 11 0 0 1 300
8 12 0.0295497 0.00378217 1.10055 294.53
8 13 0.0697587 0.0105265 1.09896 283.386
8 14 0.0753025 0.0119697 1.10198 280.028
8 15 0.0679386 0.00864332 1.10507 281.255
8 16 0.0663651 0.00561923 1.10286 280.421
8 17 0.0666964 0.00383858 1.10223 280.519
8 18 0.0633518 0.00147987 1.105 281.253
8 19 0.0514984 -0.00168076 1.10521 281.804
8 20 0.023433 -0.00147939 1.10317 281.915
9 0 0.0207589 0.000312391 1.10111 295.117
9 1 0.0543667 0.000409292 1.10455 286.999
9 2 0.0659615 -0.0013479 1.10518 282.695
9 3 0.0664235 -0.00215638 1.10141 280.345
9 4 0.0690592 -0.00168735 1.10259 280.52
9 5 0.072672 -0.00534776 1.10426 280.433
9 6 0.0773402 -0.0118306 1.10111 280.542
9 7 0.0642092 -0.0103308 1.09925 285.691
9 8 0.0210714 -0.0013833 1.10083 294.729
9 9 0.00157589 0.00185547 1.10032 300.094
9 10 0.000420602 -4.86591e-16 1.09804 300.307
9 11 0.00157589 -0.00185547 1.10032 300.196
9 12 0.0210714 0.0013833 1.10083 294.846
9 13 0.0642092 0.0103308 1.09925 286.026
9 14 0.0773402 0.0118306 1.10111 280.477
9 15 0.072672 0.00534776 1.10426 280.65
9 16 0.0690592 0.00168735 1.10259 280.859
9 17 0.0664235 0.00215638 1.10141 280.37
9 18 0.0659615 0.0013479 1.10518 281.433
9 19 0.0543667 -0.000409292 1.10455 281.807
9 20 0.0207589 -0.000312391 1.10111 281.99
10 0 0.0218637 -0.00114593 1.1049 295.313
10 1 0.0534569 -0.000890116 1.10239 287.696
10 2 0.0658648 0.000646597 1.10209 282.448
10 3 0.0688196 -0.00105795 1.10451 280.907
10 4 0.0711419 -0.00488491 1.10328 280.687
10 5 0.0741867 -0.00548445 1.10012 280.157
10 6 0.0777562 -0.00296224 1.10147 281.531
10 7 0.061554 -0.00109149 1.10166 286.323
10 8 0.0205681 -0.00373055 1.09859 295.754
10 9 -0.000750176 -0.00615532 1.09934 299.84
10 10 -0.00228636 -7.43674e-16 1.10101 298.475
10 11 -0.000750176 0.00615532 1.09934 299.808
10 12 0.0205681 0.00373055 1.09859 295.519
10 13 0.061554 0.00109149 1.10166 286.415
10 14 0.0777562 0.00296224 1.10147 281.668
10 15 0.0741867 0.00548445 1.10012 280.235
10 16 0.0711419 0.00488491 1.10328 280.911
10 17 0.0688196 0.00105795 1.10451 281.196
10 18 0.0658648 -0.000646597 1.10209 280.906
10 19 0.0534569 0.000890116 1.10239 281.715
10 20 0.0218637 0.00114593 1.1049 283.003
11 0 0.0230926 0.000274311 1.10483 296.057
11 1 0.0522819 9.79738e-05 1.1029 288.143
11 2 0.0652017 -0.00025428 1.10218 282.882
11 3 0.0708364 0.000802465 1.1038 281.119
11 4 0.0724094 0.000267254 1.10223 280.536
11 5 0.0755026 -0.00240194 1.10076 280.353
11 6 0.076686 -0.00391603 1.10171 282.326
11 7 0.0588251 -0.00164518 1.10078 287.144
11 8 0.023899 0.000476037 1.09877 294.596
11 9 -0.00302714 -0.00152061 1.09949 298.408
11 10 -0.00550697 -7.81426e-16 1.10109 297.685
11 11 -0.00302714 0.00152061 1.09949 298.444
11 12 0.023899 -0.000476037 1.09877 294.618
11 13 0.0588251 0.00164518 1.10078 287.155
11 14 0.076686 0.00391603 1.10171 282.488
11 15 0.0755026 0.00240194 1.10076 280.622
11 16 0.0724094 -0.000267254 1.10223 280.58
11 17 0.0708364 -0.000802465 1.1038 281.234
11 18 0.0652017 0.00025428 1.10218 281.222
11 19 0.0522819 -9.79738e-05 1.1029 281.984
11 20 0.0230926 -0.000274311 1.10483 283.12
12 0 0.021177 0.00100041 1.10177 295.929
12 1 0.0524926 0.00270173 1.10398 288.779
12 2 0.066795 0.00169776 1.10367 283.579
12 3 0.0708748 -0.000404419 1.10109 281.148
12 4 0.0724911 -0.000684503 1.10189 280.749
12 5 0.0768636 0.000432171 1.1034 280.7
12 6 0.0754073 0.00121721 1.10008 282.403
12 7 0.0564581 0.00219316 1.09904 287.486
12 8 0.0254948 0.00219162 1.10186 293.782
12 9 -0.00163722 6.33692e-05 1.10034 297.141
12 10 -0.00768945 -1.39018e-16 1.0981 297.632
12 11 -0.00163722 -6.33692e-05 1.10034 297.098
12 12 0.0254948 -0.00219162 1.10186 293.931
12 13 0.0564581 -0.00219316 1.09904 287.589
12 14 0.0754073 -0.00121721 1.10008 282.45
12 15 0.0768636 -0.000432171 1.1034 280.963
12 16 0.0724911 0.000684503 1.10189 280.965
12 17 0.0708748 0.000404419 1.10109 280.9
12 18 0.066795 -0.00169776 1.10367 281.694
12 19 0.0524926 -0.00270173 1.10398 282.422
12 20 0.021177 -0.00100041 1.10177 282.748
13 0 0.0198669 -0.000150415 1.102 296.066
13 1 0.0520015 0.000648894 1.10286 289.169
13 2 0.0671634 0.00188148 1.1032 284.092
13 3 0.0707776 0.00263195 1.10176 281.303
13 4 0.0734192 0.00228331 1.10195 280.932
13 5 0.0766261 0.00134252 1.10218 281.073
13 6 0.0741807 0.00115992 1.1007 282.734
13 7 0.0562459 0.00239844 1.10023 287.624
13 8 0.0255224 0.00259463 1.10077 293.043
13 9 0.000457423 0.00126062 1.10033 296.017
13 10 -0.0081327 -9.14848e-17 1.09979 296.473
13 11 0.000457423 -0.00126062 1.10033 295.924
13 12 0.0255224 -0.00259463 1.10077 292.991
13 13 0.0562459 -0.00239844 1.10023 287.705
13 14 0.0741807 -0.00115992 1.1007 282.764
13 15 0.0766261 -0.00134252 1.10218 281.238
13 16 0.0734192 -0.00228331 1.10195 281.192
13 17 0.0707776 -0.00263195 1.10176 281.098
13 18 0.0671634 -0.00188148 1.1032 281.678
13 19 0.0520015 -0.000648894 1.10286 282.508
13 20 0.0198669 0.000150415 1.102 283.125
14 0 0.0198599 8.97932e-05 1.10375 296.536
14 1 0.050617 0.00126424 1.10156 289.688
14 2 0.0656914 0.00242128 1.10195 284.41
14 3 0.0710941 0.00250254 1.10391 281.94
14 4 0.0740849 0.00211472 1.10203 280.962
14 5 0.0754222 0.00276192 1.09974 281.021
14 6 0.073218 0.00439724 1.10221 283.204
14 7 0.056522 0.00533713 1.10219 287.882
14 8 0.026057 0.00351925 1.09873 292.248
14 9 0.00292076 0.00117161 1.10008 295.043
14 10 -0.00744622 8.68488e-16 1.10257 296.472
14 11 0.00292076 -0.00117161 1.10008 295.179
14 12 0.026057 -0.00351925 1.09873 292.336
14 13 0.056522 -0.00533713 1.10219 288.007
14 14 0.073218 -0.00439724 1.10221 283.419
14 15 0.0754222 -0.00276192 1.09974 281.155
14 16 0.0740849 -0.00211472 1.10203 281.116
14 17 0.0710941 -0.00250254 1.10391 281.611
14 18 0.0656914 -0.00242128 1.10195 281.79
14 19 0.050617 -0.00126424 1.10156 282.493
14 20 0.0198599 -8.97932e-05 1.10375 283.726
15 0 0.0192187 0.000312683 1.10312 296.81
15 1 0.0486808 0.00172466 1.1031 290.32
15 2 0.0649272 0.00301206 1.10199 284.937
15 3 0.0715414 0.0037289 1.1021 282.196
15 4 0.0734975 0.0039594 1.10233 281.265
15 5 0.0750105 0.00395974 1.10174 281.414
15 6 0.0725227 0.00413053 1.10118 283.197
15 7 0.0559837 0.004564 1.10091 287.577
15 8 0.0282411 0.00401043 1.10108 292.033
15 9 0.00494191 0.0025332 1.1009 294.827
15 10 -0.00646252 1.18851e-15 1.10052 296.034
15 11 0.00494191 -0.0025332 1.1009 294.881
15 12 0.0282411 -0.00401043 1.10108 292.06
15 13 0.0559837 -0.004564 1.10091 287.584
15 14 0.0725227 -0.00413053 1.10118 283.277
15 15 0.0750105 -0.00395974 1.10174 281.622
15 16 0.0734975 -0.0039594 1.10233 281.314
15 17 0.0715414 -0.0037289 1.1021 281.607
15 18 0.0649272 -0.00301206 1.10199 282.044
15 19 0.0486808 -0.00172466 1.1031 282.98
15 20 0.0192187 -0.000312683 1.10312 283.85
16 0 0.0177821 0.000627582 1.10159 296.866
16 1 0.047318 0.00220171 1.10345 290.92
16 2 0.0645103 0.00311479 1.10307 285.678
16 3 0.0708357 0.0035538 1.10098 282.408
16 4 0.0726386 0.0039899 1.10202 281.452
16 5 0.0750972 0.00480224 1.10341 281.901
16 6 0.0713662 0.00590987 1.10063 283.322
16 7 0.0555835 0.00634624 1.1001 287.081
16 8 0.0308006 0.00496597 1.10286 291.776
16 9 0.0066529 0.00265523 1.10152 294.292
16 10 -0.00339191 7.35406e-16 1.09923 295.039
16 11 0.0066529 -0.00265523 1.10152 294.287
16 12 0.0308006 -0.00496597 1.10286 291.872
16 13 0.0555835 -0.00634624 1.1001 287.193
16 14 0.0713662 -0.00590987 1.10063 283.439
16 15 0.0750972 -0.00480224 1.10341 282.162
16 16 0.0726386 -0.0039899 1.10202 281.57
16 17 0.0708357 -0.0035538 1.10098 281.581
16 18 0.0645103 -0.00311479 1.10307 282.363
16 19 0.047318 -0.00220171 1.10345 283.332
16 20 0.0177821 -0.000627582 1.10159 283.909
17 0 0.0168249 -1.19602e-05 1.10241 297.112
17 1 0.0457293 0.00150867 1.10163 291.37
17 2 0.0631212 0.00361593 1.10282 286.233
17 3 0.07006 0.00466654 1.10302 283.074
17 4 0.0727483 0.00493283 1.10162 281.616
17 5 0.0743773 0.00512199 1.10139 281.826
17 6 0.0703784 0.0054348 1.10227 283.734
17 7 0.0563522 0.00566115 1.10202 287.204
17 8 0.0319563 0.00500464 1.10069 291.12
17 9 0.00863982 0.00292678 1.10124 293.896
17 10 0.000593187 4.37471e-16 1.10236 295.008
17 11 0.00863982 -0.00292678 1.10124 293.893
17 12 0.0319563 -0.00500464 1.10069 291.146
17 13 0.0563522 -0.00566115 1.10202 287.323
17 14 0.0703784 -0.0054348 1.10227 283.841
17 15 0.0743773 -0.00512199 1.10139 281.941
17 16 0.0727483 -0.00493283 1.10162 281.57
17 17 0.07006 -0.00466654 1.10302 282.089
17 18 0.0631212 -0.00361593 1.10282 282.56
17 19 0.0457293 -0.00150867 1.10163 283.36
17 20 0.0168249 1.19602e-05 1.10241 284.375
18 0 0.0160985 0.000447654 1.10347 297.431
18 1 0.0436853 0.00197382 1.10204 291.915
18 2 0.0614531 0.00336609 1.10178 286.616
18 3 0.0697233 0.00415786 1.10325 283.564
18 4 0.0725991 0.00480236 1.10242 282.102
18 5 0.0729413 0.00565302 1.10086 281.888
18 6 0.0700352 0.0064337 1.10248 283.802
18 7 0.0571079 0.00660407 1.10277 287.182
18 8 0.0330439 0.00524465 1.10049 290.676
18 9 0.011838 0.00256077 1.10137 293.521
18 10 0.0030558 -4.96929e-16 1.10312 295.03
18 11 0.011838 -0.00256077 1.10137 293.612
18 12 0.0330439 -0.00524465 1.10049 290.745
18 13 0.0571079 -0.00660407 1.10277 287.282
18 14 0.0700352 -0.0064337 1.10248 283.976
18 15 0.0729413 -0.00565302 1.10086 282.064
18 16 0.0725991 -0.00480236 1.10242 281.983
18 17 0.0697233 -0.00415786 1.10325 282.384
18 18 0.0614531 -0.00336609 1.10178 282.669
18 19 0.0436853 -0.00197382 1.10204 283.705
18 20 0.0160985 -0.000447654 1.10347 284.837
19 0 0.0150984 0.000206442 1.10232 297.54
19 1 0.0419178 0.00154455 1.10356 292.568
19 2 0.0601695 0.00345743 1.10228 287.383
19 3 0.0689332 0.00494443 1.1014 283.788
19 4 0.0718098 0.00540301 1.10285 282.443
19 5 0.0725675 0.00539691 1.10302 282.438
19 6 0.0697865 0.00578689 1.10129 283.716
19 7 0.0568571 0.00605267 1.10129 286.82
19 8 0.0353633 0.00482847 1.10308 290.772
19 9 0.0149477 0.00259746 1.1022 293.536
19 10 0.00435784 -8.85832e-16 1.10056 294.517
19 11 0.0149477 -0.00259746 1.1022 293.59
19 12 0.0353633 -0.00482847 1.10308 290.848
19 13 0.0568571 -0.00605267 1.10129 286.886
19 14 0.0697865 -0.00578689 1.10129 283.827
19 15 0.0725675 -0.00539691 1.10302 282.604
19 16 0.0718098 -0.00540301 1.10285 282.211
19 17 0.0689332 -0.00494443 1.1014 282.218
19 18 0.0601695 -0.00345743 1.10228 282.994
19 19 0.0419178 -0.00154455 1.10356 284.276
19 20 0.0150984 -0.000206442 1.10232 284.97
20 0 0.0142443 0.000345085 1.10174 297.591
20 1 0.0401072 0.00180172 1.10264 292.895
20 2 0.0587299 0.00334454 1.10327 288.105
20 3 0.0678182 0.00427328 1.10201 284.324
20 4 0.0711562 0.00489224 1.10194 282.59
20 5 0.0726667 0.00567683 1.10299 282.648
20 6 0.069053 0.00639937 1.10204 283.971
20 7 0.0569145 0.00631241 1.10151 286.681
20 8 0.0376481 0.00509169 1.10284 290.484
20 9 0.0170417 0.00312042 1.10233 293.262
20 10 0.00767833 -1.65086e-15 1.10124 294.204
20 11 0.0170417 -0.00312042 1.10233 293.263
20 12 0.0376481 -0.00509169 1.10284 290.561
20 13 0.0569145 -0.00631241 1.10151 286.821
20 14 0.069053 -0.00639937 1.10204 284.114
20 15 0.0726667 -0.00567683 1.10299 282.767
20 16 0.0711562 -0.00489224 1.10194 282.272
20 17 0.0678182 -0.00427328 1.10201 282.577
20 18 0.0587299 -0.00334454 1.10327 283.482
20 19 0.0401072 -0.00180172 1.10264 284.431
20 20 0.0142443 -0.000345085 1.10174 285.21
21 0 0.0136552 2.12465e-05 1.10311 297.939
21 1 0.0381971 0.00130679 1.10153 293.308
21 2 0.0570597 0.0033 1.10246 288.488
21 3 0.067208 0.00455221 1.10355 285.068
21 4 0.0708159 0.00514325 1.10202 283.03
21 5 0.0718158 0.00551344 1.10146 282.65
21 6 0.0684277 0.00556346 1.10317 284.234
21 7 0.0579933 0.00536533 1.10309 286.914
21 8 0.0386263 0.00484711 1.10102 289.99
21 9 0.0189675 0.00310493 1.10196 292.95
21 10 0.0121213 -1.50246e-15 1.10379 294.383
21 11 0.0189675 -0.00310493 1.10196 292.991
21 12 0.0386263 -0.00484711 1.10102 290.051
21 13 0.0579933 -0.00536533 1.10309 287.031
21 14 0.0684277 -0.00556346 1.10317 284.382
21 15 0.0718158 -0.00551344 1.10146 282.669
21 16 0.0708159 -0.00514325 1.10202 282.501
21 17 0.067208 -0.00455221 1.10355 283.055
21 18 0.0570597 -0.0033 1.10246 283.583
21 19 0.0381971 -0.00130679 1.10153 284.546
21 20 0.0136552 -2.12465e-05 1.10311 285.807
22 0 0.0127858 0.000522001 1.10321 298.124
22 1 0.0368264 0.00163491 1.10288 293.864
22 2 0.0553605 0.00277741 1.10188 289.005
22 3 0.0662696 0.00405025 1.10261 285.362
22 4 0.0703686 0.00488268 1.10307 283.499
22 5 0.0711121 0.00526537 1.10213 282.928
22 6 0.0684934 0.00564386 1.10219 284.172
22 7 0.0585878 0.00581817 1.1028 286.853
22 8 0.0395419 0.00464881 1.10227 290.057
22 9 0.0217977 0.00215913 1.10229 292.839
22 10 0.0145563 -2.13955e-15 1.10267 294.145
22 11 0.0217977 -0.00215913 1.10229 292.926
22 12 0.0395419 -0.00464881 1.10227 290.161
22 13 0.0585878 -0.00581817 1.1028 286.959
22 14 0.0684934 -0.00564386 1.10219 284.312
22 15 0.0711121 -0.00526537 1.10213 282.972
22 16 0.0703686 -0.00488268 1.10307 282.886
22 17 0.0662696 -0.00405025 1.10261 283.096
22 18 0.0553605 -0.00277741 1.10188 283.797
22 19 0.0368264 -0.00163491 1.10288 285.148
22 20 0.0127858 -0.000522001 1.10321 286.181
23 0 0.0119843 5.68757e-06 1.10188 298.106
23 1 0.0355538 0.00101524 1.10347 294.265
23 2 0.0539952 0.00274295 1.1029 289.753
23 3 0.0649875 0.00408453 1.1016 285.765
23 4 0.0698378 0.00464353 1.10276 283.8
23 5 0.0711084 0.00479839 1.10345 283.451
23 6 0.068346 0.00512438 1.10183 284.271
23 7 0.0582301 0.00524274 1.10175 286.645
23 8 0.04156 0.00418725 1.10367 290.133
23 9 0.024622 0.00224553 1.10283 292.83
23 10 0.0155894 -1.57545e-15 1.1011 293.725
23 11 0.024622 -0.00224553 1.10283 292.852
23 12 0.04156 -0.00418725 1.10367 290.211
23 13 0.0582301 -0.00524274 1.10175 286.747
23 14 0.068346 -0.00512438 1.10183 284.375
23 15 0.0711084 -0.00479839 1.10345 283.397
23 16 0.0698378 -0.00464353 1.10276 283.026
23 17 0.0649875 -0.00408453 1.1016 283.188
23 18 0.0539952 -0.00274295 1.1029 284.282
23 19 0.0355538 -0.00101524 1.10347 285.563
23 20 0.0119843 -5.68757e-06 1.10188 286.31
24 0 0.0117179 0.000148002 1.10233 298.326
24 1 0.0337383 0.00122687 1.10212 294.526
24 2 0.0527377 0.00264686 1.10316 290.171
24 3 0.0641676 0.0035533 1.10283 286.395
24 4 0.0692491 0.00422131 1.10199 284.068
24 5 0.0707165 0.00490537 1.10263 283.542
24 6 0.0678741 0.0050993 1.10314 284.603
24 7 0.0585588 0.00461341 1.10245 286.77
24 8 0.0433078 0.00391754 1.10224 289.873
24 9 0.0263368 0.00277559 1.10261 292.717
24 10 0.0184394 -1.74917e-15 1.10282 293.91
24 11 0.0263368 -0.00277559 1.10261 292.755
24 12 0.0433078 -0.00391754 1.10224 289.966
24 13 0.0585588 -0.00461341 1.10245 286.921
24 14 0.0678741 -0.0050993 1.10314 284.731
24 15 0.0707165 -0.00490537 1.10263 283.404
24 16 0.0692491 -0.00422131 1.10199 283.1
24 17 0.0641676 -0.0035533 1.10283 283.647
24 18 0.0527377 -0.00264686 1.10316 284.592
24 19 0.0337383 -0.00122687 1.10212 285.657
24 20 0.0117179 -0.000148002 1.10233 286.786
25 0 0.0112953 0.000102254 1.1035 298.599
25 1 0.0324768 0.000679529 1.10198 294.936
25 2 0.0511168 0.00195612 1.10218 290.532
25 3 0.0633643 0.00339651 1.1035 286.982
25 4 0.0688076 0.00407189 1.10264 284.558
25 5 0.070322 0.00426884 1.10171 283.652
25 6 0.0679374 0.0043879 1.10299 284.733
25 7 0.0594552 0.00441519 1.10332 287.009
25 8 0.0435997 0.00397928 1.1018 289.726
25 9 0.0276932 0.00246048 1.10235 292.473
25 10 0.0223311 -8.11001e-16 1.10372 293.819
25 11 0.0276932 -0.00246048 1.10235 292.535
25 12 0.0435997 -0.00397928 1.1018 289.817
25 13 0.0594552 -0.00441519 1.10332 287.114
25 14 0.0679374 -0.0043879 1.10299 284.833
25 15 0.070322 -0.00426884 1.10171 283.455
25 16 0.0688076 -0.00407189 1.10264 283.453
25 17 0.0633643 -0.00339651 1.1035 284.015
25 18 0.0511168 -0.00195612 1.10218 284.743
25 19 0.0324768 -0.000679529 1.10198 286.013
