TITLE = "LBM Flow with Thermal Convection"
VARIABLES = "X", "Y", "U", "V", "Rho", "Temperature"
ZONE T="Step 1001", I=41, J=21, F=POINT
3 4 0.0513032 -0.00223571 1.06505 279.597
3 5 0.0560987 -0.00741458 1.06252 279.257
3 6 0.0520193 -0.00774314 1.06708 280.705
3 7 0.0492149 -0.00347364 1.0683 281.946
3 8 0.0487415 -0.00477242 1.06462 280.069
3 9 0.0472328 -0.00712364 1.06716 280.375
3 10 0.0428358 -1.49044e-16 1.07079 281.716
3 11 0.0472328 0.00712364 1.06716 280.354
3 12 0.0487415 0.00477242 1.06462 280.241
3 13 0.0492149 0.00347364 1.0683 281.978
3 14 0.0520193 0.00774314 1.06708 281.015
3 15 0.0560987 0.00741458 1.06252 279.288
3 16 0.0513032 0.00223571 1.06505 279.846
3 17 0.0576683 -0.00206892 1.06838 280.95
3 18 0.0560748 -0.00239127 1.06185 279.93
3 19 0.0499851 0.000816007 1.06117 279.808
3 20 0.0245483 0.0015857 1.06795 281.582
4 0 0.0233129 0.00228403 1.06382 293.173
4 1 0.0500779 0.00255895 1.06322 283.508
4 2 0.0586618 -0.00224631 1.06464 280.233
4 3 0.0570259 -0.00422525 1.0643 279.797
4 4 0.0557778 -0.00330412 1.06373 279.939
4 5 0.0591363 -0.00555588 1.06524 280.585
4 6 0.0508365 -0.0074591 1.06574 281.902
4 7 0.050171 -0.00951415 1.06597 280.506
4 8 0.0486356 -0.0131378 1.06745 279.84
4 9 0.0403737 -0.0055637 1.06864 280.774
4 10 0.0399645 2.72883e-16 1.06798 279.783
4 11 0.0403737 0.0055637 1.06864 280.779
4 12 0.0486356 0.0131378 1.06745 279.974
4 13 0.050171 0.00951415 1.06597 280.529
4 14 0.0508365 0.0074591 1.06574 282.091
4 15 0.0591363 0.00555588 1.06524 280.876
4 16 0.0557778 0.00330412 1.06373 279.744
4 17 0.0570259 0.00422525 1.0643 279.902
4 18 0.0586618 0.00224631 1.06464 280.58
4 19 0.0500779 -0.00255895 1.06322 280.524
4 20 0.0233129 -0.00228403 1.06382 280.725
5 0 0.0207236 -0.000623987 1.05983 293.279
5 1 0.052697 -0.000907559 1.06588 284.323
5 2 0.0601715 -0.000214521 1.0656 281.197
5 3 0.0569419 -0.00121588 1.06019 279.705
5 4 0.0602271 -0.0050254 1.06444 280.131
5 5 0.0597726 -0.00893509 1.06776 280.928
5 6 0.0531818 -0.0110488 1.06323 279.875
5 7 0.0552728 -0.016666 1.0634 278.906
5 8 0.0471151 -0.0195806 1.06953 281.436
5 9 0.0371757 -0.0187076 1.06889 284.084
5 10 0.020964 3.37985e-16 1.06757 285.718
5 11 0.0371757 0.0187076 1.06889 284.107
5 12 0.0471151 0.0195806 1.06953 281.467
5 13 0.0552728 0.016666 1.0634 279.071
5 14 0.0531818 0.0110488 1.06323 279.953
5 15 0.0597726 0.00893509 1.06776 281.551
5 16 0.0602271 0.0050254 1.06444 280.487
5 17 0.0569419 0.00121588 1.06019 279.644
5 18 0.0601715 0.000214521 1.0656 280.782
5 19 0.052697 0.000907559 1.06588 281.182
5 20 0.0207236 0.000623987 1.05983 280.45
6 0 0.0223563 -0.00066214 1.0637 293.626
6 1 0.0528522 -0.00193603 1.06309 284.886
6 2 0.0591958 -0.00214047 1.06268 280.981
6 3 0.0605281 -0.00326876 1.06423 279.868
6 4 0.0637433 -0.00751113 1.06434 280.27
6 5 0.0606586 -0.0100194 1.0626 280.344
6 6 0.0602508 -0.0108088 1.06381 279.922
6 7 0.064039 -0.0207174 1.06477 281.078
6 8 0.0505081 -0.0320911 1.06369 283.991
6 9 0.0198502 -0.0171295 1.06737 292.917
6 10 0 0 1 300
6 11 0.0198502 0.0171295 1.06737 292.826
6 12 0.0505081 0.0320911 1.06369 283.956
6 13 0.064039 0.0207174 1.06477 281.264
6 14 0.0602508 0.0108088 1.06381 279.902
6 15 0.0606586 0.0100194 1.0626 280.257
6 16 0.0637433 0.00751113 1.06434 280.55
6 17 0.0605281 0.00326876 1.06423 280.5
6 18 0.0591958 0.00214047 1.06268 280.288
6 19 0.0528522 0.00193603 1.06309 280.749
6 20 0.0223563 0.00066214 1.0637 281.723
7 0 0.02438 -0.000878974 1.0663 294.811
7 1 0.0507031 -0.000501426 1.06118 285.726
7 2 0.0602774 -0.000330186 1.06113 280.969
7 3 0.065294 -0.00362948 1.0662 280.341
7 4 0.0649359 -0.00597217 1.06319 280.48
7 5 0.0630749 -0.00690969 1.05995 279.598
7 6 0.068784 -0.0148235 1.06433 280.651
7 7 0.0709886 -0.0253912 1.06492 281.507
7 8 0.0455665 -0.0145546 1.05889 290.554
7 9 0 0 1 300
7 10 0 0 1 300
7 11 0 0 1 300
7 12 0.0455665 0.0145546 1.05889 290.627
7 13 0.0709886 0.0253912 1.06492 281.6
7 14 0.068784 0.0148235 1.06433 281.027
7 15 0.0630749 0.00690969 1.05995 279.79
7 16 0.0649359 0.00597217 1.06319 280.445
7 17 0.065294 0.00362948 1.0662 280.848
7 18 0.0602774 0.000330186 1.06113 280.276
7 19 0.0507031 0.000501426 1.06118 280.676
7 20 0.02438 0.000878974 1.0663 282.339
8 0 0.0233774 0.00145457 1.06178 294.811
8 1 0.0514573 0.00156971 1.06377 286.389
8 2 0.0633329 -0.00168629 1.06371 281.654
8 3 0.0666755 -0.0040746 1.06127 280.264
8 4 0.0663702 -0.00585882 1.06206 279.98
8 5 0.0679518 -0.00888332 1.06436 280.621
8 6 0.0753271 -0.0121805 1.0616 279.831
8 7 0.0698609 -0.0106767 1.05887 283.402
8 8 0.0296179 -0.00384601 1.06044 294.499
8 9 0 0 1 300
8 10 0 0 1 300
8 11 0 0 1 300
8 12 0.0296179 0.00384601 1.06044 294.504
8 13 0.0698609 0.0106767 1.05887 283.296
8 14 0.0753271 0.0121805 1.0616 279.882
8 15 0.0679518 0.00888332 1.06436 281.059
8 16 0.0663702 0.00585882 1.06206 280.183
8 17 0.0666755 0.0040746 1.06127 280.233
8 18 0.0633329 0.00168629 1.06371 280.906
8 19 0.0514573 -0.00156971 1.06377 281.422
8 20 0.0233774 -0.00145457 1.06178 281.551
9 0 0.0206941 0.000252898 1.05982 294.923
9 1 0.0543193 0.00027738 1.0632 286.633
9 2 0.0659358 -0.00152206 1.06397 282.363
9 3 0.0664001 -0.00238295 1.06049 280.047
9 4 0.0690687 -0.00193903 1.06178 280.261
9 5 0.0726776 -0.0055808 1.0636 280.224
9 6 0.0773782 -0.012025 1.0608 280.389
9 7 0.0643305 -0.010491 1.05911 285.597
9 8 0.0211495 -0.00149616 1.06068 294.707
9 9 0.00163562 0.00179192 1.06031 300.156
9 10 0.000519148 -2.95083e-17 1.05818 300.402
9 11 0.00163562 -0.00179192 1.06031 300.256
9 12 0.0211495 0.00149616 1.06068 294.826
9 13 0.0643305 0.010491 1.05911 285.93
9 14 0.0773782 0.012025 1.0608 280.324
9 15 0.0726776 0.0055808 1.0636 280.446
9 16 0.0690687 0.00193903 1.06178 280.602
9 17 0.0664001 0.00238295 1.06049 280.07
9 18 0.0659358 0.00152206 1.06397 281.095
9 19 0.0543193 -0.00027738 1.0632 281.448
9 20 0.0206941 -0.000252898 1.05982 281.671
10 0 0.0218304 -0.00119756 1.06354 295.123
10 1 0.053352 -0.0010149 1.06123 287.347
10 2 0.0658178 0.000478264 1.06101 282.125
10 3 0.0688251 -0.00127458 1.06346 280.6
10 4 0.0711494 -0.0051214 1.06251 280.436
10 5 0.074173 -0.00568747 1.05966 279.948
10 6 0.0778344 -0.00312938 1.06107 281.355
10 7 0.0617383 -0.00125749 1.06139 286.202
10 8 0.0206654 -0.00387715 1.0586 295.772
10 9 -0.000766313 -0.00625734 1.05937 300
10 10 -0.00231862 -2.22371e-16 1.06094 298.677
10 11 -0.000766313 0.00625734 1.05937 299.973
10 12 0.0206654 0.00387715 1.0586 295.54
10 13 0.0617383 0.00125749 1.06139 286.297
10 14 0.0778344 0.00312938 1.06107 281.494
10 15 0.074173 0.00568747 1.05966 280.027
10 16 0.0711494 0.0051214 1.06251 280.66
10 17 0.0688251 0.00127458 1.06346 280.885
10 18 0.0658178 -0.000478264 1.06101 280.573
10 19 0.053352 0.0010149 1.06123 281.395
10 20 0.0218304 0.00119756 1.06354 282.752
11 0 0.0230244 0.000255749 1.06356 295.892
11 1 0.0521792 2.10749e-06 1.06172 287.804
11 2 0.0651661 -0.000438476 1.06111 282.549
11 3 0.0708285 0.000587002 1.06285 280.818
11 4 0.0723988 6.40893e-05 1.06153 280.277
11 5 0.0754994 -0.00258687 1.06026 280.129
11 6 0.0768009 -0.00408393 1.06131 282.12
11 7 0.0590625 -0.00178887 1.06058 286.999
11 8 0.0241 0.000353174 1.05877 294.632
11 9 -0.00292832 -0.00161457 1.05949 298.642
11 10 -0.00545298 -4.18544e-16 1.06103 297.989
11 11 -0.00292832 0.00161457 1.05949 298.682
11 12 0.0241 -0.000353174 1.05877 294.651
11 13 0.0590625 0.00178887 1.06058 287.01
11 14 0.0768009 0.00408393 1.06131 282.282
11 15 0.0754994 0.00258687 1.06026 280.399
11 16 0.0723988 -6.40893e-05 1.06153 280.326
11 17 0.0708285 -0.000587002 1.06285 280.932
11 18 0.0651661 0.000438476 1.06111 280.888
11 19 0.0521792 -2.10749e-06 1.06172 281.691
11 20 0.0230244 -0.000255749 1.06356 282.948
12 0 0.0210825 0.000942746 1.06063 295.777
12 1 0.0523964 0.0025641 1.06277 288.459
12 2 0.0667413 0.00153464 1.06264 283.268
12 3 0.070838 -0.000581292 1.06031 280.865
12 4 0.0724862 -0.000877442 1.06117 280.485
12 5 0.0768877 0.000248148 1.06279 280.474
12 6 0.0755408 0.00107933 1.05982 282.209
12 7 0.0567342 0.00210012 1.05892 287.337
12 8 0.0257741 0.00210463 1.06165 293.795
12 9 -0.00157548 -1.53522e-05 1.06029 297.411
12 10 -0.00770509 -1.73763e-16 1.05823 298.034
12 11 -0.00157548 1.53522e-05 1.06029 297.365
12 12 0.0257741 -0.00210463 1.06165 293.94
12 13 0.0567342 -0.00210012 1.05892 287.442
12 14 0.0755408 -0.00107933 1.05982 282.257
12 15 0.0768877 -0.000248148 1.06279 280.739
12 16 0.0724862 0.000877442 1.06117 280.702
12 17 0.070838 0.000581292 1.06031 280.61
12 18 0.0667413 -0.00153464 1.06264 281.392
12 19 0.0523964 -0.0025641 1.06277 282.178
12 20 0.0210825 -0.000942746 1.06063 282.66
13 0 0.0197945 -0.000194571 1.06087 295.914
13 1 0.0518461 0.000544658 1.06181 288.872
13 2 0.0670668 0.00174092 1.06222 283.799
13 3 0.0707515 0.00244605 1.06092 281.011
13 4 0.0734201 0.00209585 1.06127 280.669
13 5 0.0766377 0.00119906 1.06168 280.85
13 6 0.07434 0.00105256 1.06038 282.525
13 7 0.0565968 0.00230493 1.06004 287.472
13 8 0.0258671 0.00254039 1.06067 293.078
13 9 0.000612158 0.00125569 1.0603 296.306
13 10 -0.00803142 -3.17552e-16 1.05978 296.888
13 11 0.000612158 -0.00125569 1.0603 296.214
13 12 0.0258671 -0.00254039 1.06067 293.026
13 13 0.0565968 -0.00230493 1.06004 287.557
13 14 0.07434 -0.00105256 1.06038 282.555
13 15 0.0766377 -0.00119906 1.06168 281.019
13 16 0.0734201 -0.00209585 1.06127 280.931
13 17 0.0707515 -0.00244605 1.06092 280.802
13 18 0.0670668 -0.00174092 1.06222 281.402
13 19 0.0518461 -0.000544658 1.06181 282.341
13 20 0.0197945 0.000194571 1.06087 283.144
14 0 0.0197583 6.0673e-05 1.06267 296.409
14 1 0.0504187 0.00116766 1.06061 289.426
14 2 0.0655955 0.00227538 1.06099 284.132
14 3 0.0710739 0.00233324 1.063 281.663
14 4 0.0740592 0.00196301 1.06141 280.715
14 5 0.075424 0.0026466 1.05934 280.796
14 6 0.0734129 0.004321 1.06178 282.974
14 7 0.0569243 0.00529853 1.06192 287.717
14 8 0.0264464 0.0034879 1.05874 292.296
14 9 0.00314148 0.00112195 1.06006 295.353
14 10 -0.00735082 0 1.06241 296.897
14 11 0.00314148 -0.00112195 1.06006 295.489
14 12 0.0264464 -0.0034879 1.05874 292.383
14 13 0.0569243 -0.00529853 1.06192 287.842
14 14 0.0734129 -0.004321 1.06178 283.189
14 15 0.075424 -0.0026466 1.05934 280.933
14 16 0.0740592 -0.00196301 1.06141 280.871
14 17 0.0710739 -0.00233324 1.063 281.333
14 18 0.0655955 -0.00227538 1.06099 281.536
14 19 0.0504187 -0.00116766 1.06061 282.401
14 20 0.0197583 -6.0673e-05 1.06267 283.88
15 0 0.0190757 0.000274755 1.06209 296.703
15 1 0.0484838 0.00160705 1.06204 290.081
15 2 0.064798 0.0028668 1.0611 284.686
15 3 0.0714684 0.00359272 1.06137 281.955
15 4 0.0734601 0.00383107 1.06165 281.02
15 5 0.0750362 0.00384662 1.0612 281.183
15 6 0.0727344 0.00407007 1.06088 282.983
15 7 0.0564239 0.00455944 1.06072 287.418
15 8 0.0287467 0.00401019 1.0609 292.07
15 9 0.00526742 0.00252433 1.06082 295.151
15 10 -0.00632311 -2.061e-16 1.06053 296.504
15 11 0.00526742 -0.00252433 1.06082 295.204
15 12 0.0287467 -0.00401019 1.0609 292.095
15 13 0.0564239 -0.00455944 1.06072 287.427
15 14 0.0727344 -0.00407007 1.06088 283.066
15 15 0.0750362 -0.00384662 1.0612 281.395
15 16 0.0734601 -0.00383107 1.06165 281.067
15 17 0.0714684 -0.00359272 1.06137 281.366
15 18 0.064798 -0.0028668 1.0611 281.844
15 19 0.0484838 -0.00160705 1.06204 282.964
15 20 0.0190757 -0.000274755 1.06209 284.137
16 0 0.0176483 0.000568671 1.0606 296.768
16 1 0.0470595 0.00208254 1.06245 290.719
16 2 0.0643082 0.00300587 1.06221 285.463
16 3 0.0707399 0.00342759 1.06026 282.179
16 4 0.0726134 0.00386759 1.06134 281.218
16 5 0.0751146 0.00472739 1.06284 281.676
16 6 0.0715674 0.00589652 1.06034 283.102
16 7 0.0560721 0.00636197 1.05991 286.922
16 8 0.0313829 0.00499634 1.06261 291.815
16 9 0.00702615 0.00269247 1.06141 294.623
16 10 -0.00314447 1.21187e-16 1.05926 295.52
16 11 0.00702615 -0.00269247 1.06141 294.617
16 12 0.0313829 -0.00499634 1.06261 291.912
16 13 0.0560721 -0.00636197 1.05991 287.035
16 14 0.0715674 -0.00589652 1.06034 283.222
16 15 0.0751146 -0.00472739 1.06284 281.942
16 16 0.0726134 -0.00386759 1.06134 281.333
16 17 0.0707399 -0.00342759 1.06026 281.354
16 18 0.0643082 -0.00300587 1.06221 282.226
16 19 0.0470595 -0.00208254 1.06245 283.441
16 20 0.0176483 -0.000568671 1.0606 284.356
17 0 0.0166722 -3.34756e-05 1.06147 297.026
17 1 0.0453839 0.00143485 1.06082 291.213
17 2 0.0628882 0.00350667 1.06192 286.055
17 3 0.0699655 0.00453857 1.06216 282.861
17 4 0.0726903 0.00484178 1.06104 281.418
17 5 0.0743618 0.00508166 1.06096 281.624
17 6 0.0706071 0.0054331 1.06182 283.504
17 7 0.0569046 0.00569058 1.06171 287.038
17 8 0.0325923 0.0050607 1.06061 291.179
17 9 0.0091145 0.00296673 1.06114 294.229
17 10 0.000990712 2.64578e-16 1.06216 295.466
17 11 0.0091145 -0.00296673 1.06114 294.227
17 12 0.0325923 -0.0050607 1.06061 291.207
17 13 0.0569046 -0.00569058 1.06171 287.158
17 14 0.0706071 -0.0054331 1.06182 283.612
17 15 0.0743618 -0.00508166 1.06096 281.743
17 16 0.0726903 -0.00484178 1.06104 281.371
17 17 0.0699655 -0.00453857 1.06216 281.885
17 18 0.0628882 -0.00350667 1.06192 282.48
17 19 0.0453839 -0.00143485 1.06082 283.617
17 20 0.0166722 3.34756e-05 1.06147 285.029
18 0 0.0158919 0.000403318 1.06255 297.378
18 1 0.0433179 0.00185069 1.06113 291.797
18 2 0.0611696 0.00324617 1.06093 286.48
18 3 0.0695624 0.00407047 1.06249 283.403
18 4 0.0724993 0.00474165 1.06178 281.913
18 5 0.0729334 0.00561128 1.06036 281.683
18 6 0.0702855 0.00645114 1.06205 283.588
18 7 0.0576785 0.00668404 1.06245 287.029
18 8 0.0337622 0.00530663 1.06032 290.734
18 9 0.0124226 0.00255306 1.06123 293.874
18 10 0.00347908 1.76257e-16 1.06294 295.518
18 11 0.0124226 -0.00255306 1.06123 293.965
18 12 0.0337622 -0.00530663 1.06032 290.803
18 13 0.0576785 -0.00668404 1.06245 287.131
18 14 0.0702855 -0.00645114 1.06205 283.767
18 15 0.0729334 -0.00561128 1.06036 281.86
18 16 0.0724993 -0.00474165 1.06178 281.792
18 17 0.0695624 -0.00407047 1.06249 282.24
18 18 0.0611696 -0.00324617 1.06093 282.672
18 19 0.0433179 -0.00185069 1.06113 284.091
18 20 0.0158919 -0.000403318 1.06255 285.718
19 0 0.0148848 0.000155974 1.0614 297.5
19 1 0.041491 0.00144346 1.06257 292.484
19 2 0.0597822 0.00337665 1.0615 287.296
19 3 0.068709 0.00486961 1.06074 283.674
19 4 0.0717156 0.00535321 1.06211 282.278
19 5 0.0725643 0.00538949 1.0624 282.248
19 6 0.0700104 0.00584026 1.06095 283.524
19 7 0.0574576 0.00613783 1.06102 286.674
19 8 0.0362021 0.00492011 1.06272 290.819
19 9 0.0156358 0.00267276 1.06199 293.892
19 10 0.00486284 -7.19725e-17 1.06051 295.034
19 11 0.0156358 -0.00267276 1.06199 293.943
19 12 0.0362021 -0.00492011 1.06272 290.893
19 13 0.0574576 -0.00613783 1.06102 286.743
19 14 0.0700104 -0.00584026 1.06095 283.642
19 15 0.0725643 -0.00538949 1.0624 282.415
19 16 0.0717156 -0.00535321 1.06211 282.039
19 17 0.068709 -0.00486961 1.06074 282.135
19 18 0.0597822 -0.00337665 1.0615 283.117
19 19 0.041491 -0.00144346 1.06257 284.843
19 20 0.0148848 -0.000155974 1.0614 286.104
20 0 0.0140142 0.000300978 1.06087 297.563
20 1 0.039565 0.00170994 1.06183 292.868
20 2 0.0582663 0.00325808 1.06242 288.074
20 3 0.0675651 0.00419462 1.0612 284.235
20 4 0.0710265 0.00486536 1.0613 282.473
20 5 0.0726208 0.00570139 1.06245 282.497
20 6 0.0692797 0.00646658 1.06155 283.774
20 7 0.0575793 0.00639296 1.06114 286.544
20 8 0.0385302 0.00519049 1.06258 290.564
20 9 0.0178045 0.00320329 1.06211 293.632
20 10 0.00835173 1.01367e-16 1.06102 294.715
20 11 0.0178045 -0.00320329 1.06211 293.637
20 12 0.0385302 -0.00519049 1.06258 290.646
20 13 0.0575793 -0.00639296 1.06114 286.685
20 14 0.0692797 -0.00646658 1.06155 283.919
20 15 0.0726208 -0.00570139 1.06245 282.614
20 16 0.0710265 -0.00486536 1.0613 282.149
20 17 0.0675651 -0.00419462 1.0612 282.524
20 18 0.0582663 -0.00325808 1.06242 283.707
20 19 0.039565 -0.00170994 1.06183 285.233
20 20 0.0140142 -0.000300978 1.06087 286.644
21 0 0.013381 -1.93904e-05 1.06224 297.938
21 1 0.0375922 0.00121781 1.06075 293.332
21 2 0.0565325 0.00322232 1.0616 288.513
21 3 0.0668802 0.0045139 1.06271 285.036
21 4 0.0706155 0.00515454 1.0614 282.951
21 5 0.0717599 0.00555303 1.06093 282.517
21 6 0.0686996 0.00565433 1.06259 284.051
21 7 0.0586958 0.00550028 1.06264 286.788
21 8 0.039556 0.00496436 1.06081 290.083
21 9 0.0198498 0.00313543 1.06172 293.322
21 10 0.0129144 2.77312e-16 1.06343 294.882
21 11 0.0198498 -0.00313543 1.06172 293.362
21 12 0.039556 -0.00496436 1.06081 290.148
21 13 0.0586958 -0.00550028 1.06264 286.911
21 14 0.0686996 -0.00565433 1.06259 284.203
21 15 0.0717599 -0.00555303 1.06093 282.536
21 16 0.0706155 -0.00515454 1.0614 282.429
21 17 0.0668802 -0.0045139 1.06271 283.091
21 18 0.0565325 -0.00322232 1.0616 283.947
21 19 0.0375922 -0.00121781 1.06075 285.59
21 20 0.013381 1.93904e-05 1.06224 287.59
22 0 0.0124681 0.000468548 1.06233 298.165
22 1 0.0361632 0.00152547 1.06193 293.941
22 2 0.0546967 0.00269179 1.06111 289.094
22 3 0.0658353 0.00402108 1.06192 285.418
22 4 0.0701495 0.00490637 1.0623 283.457
22 5 0.0710646 0.00532045 1.06146 282.82
22 6 0.0687412 0.00575748 1.06174 284.042
22 7 0.0593027 0.00596494 1.0624 286.761
22 8 0.0406141 0.0047698 1.06185 290.144
22 9 0.0227981 0.00220757 1.06198 293.227
22 10 0.0153708 -3.26547e-18 1.06246 294.685
22 11 0.0227981 -0.00220757 1.06198 293.311
22 12 0.0406141 -0.0047698 1.06185 290.244
22 13 0.0593027 -0.00596494 1.0624 286.865
22 14 0.0687412 -0.00575748 1.06174 284.183
22 15 0.0710646 -0.00532045 1.06146 282.851
22 16 0.0701495 -0.00490637 1.0623 282.835
22 17 0.0658353 -0.00402108 1.06192 283.238
22 18 0.0546967 -0.00269179 1.06111 284.334
22 19 0.0361632 -0.00152547 1.06193 286.449
22 20 0.0124681 -0.000468548 1.06233 288.337
23 0 0.0116748 -6.79258e-05 1.06101 298.141
23 1 0.034773 0.000928773 1.06259 294.386
23 2 0.0532127 0.00270328 1.0621 289.909
23 3 0.0644872 0.00407424 1.06084 285.864
23 4 0.0695864 0.0046952 1.062 283.809
23 5 0.0710246 0.00491081 1.06278 283.384
23 6 0.0685794 0.00527565 1.06133 284.15
23 7 0.0590114 0.00537817 1.06132 286.56
23 8 0.0427258 0.00434053 1.06322 290.242
23 9 0.0257116 0.00239103 1.06249 293.226
23 10 0.0165608 1.47167e-16 1.06087 294.268
23 11 0.0257116 -0.00239103 1.06249 293.255
23 12 0.0427258 -0.00434053 1.06322 290.33
23 13 0.0590114 -0.00537817 1.06132 286.671
23 14 0.0685794 -0.00527565 1.06133 284.266
23 15 0.0710246 -0.00491081 1.06278 283.331
23 16 0.0695864 -0.0046952 1.062 283.04
23 17 0.0644872 -0.00407424 1.06084 283.413
23 18 0.0532127 -0.00270328 1.0621 285.009
23 19 0.034773 -0.000928773 1.06259 287.187
23 20 0.0116748 6.79258e-05 1.06101 288.852
24 0 0.011351 0.00012394 1.06149 298.4
24 1 0.0328466 0.00118721 1.06139 294.744
24 2 0.0518696 0.00259147 1.06228 290.423
24 3 0.0635749 0.00355188 1.06195 286.564
24 4 0.0688972 0.00430204 1.06134 284.159
24 5 0.0706088 0.0050291 1.06203 283.54
24 6 0.0681771 0.00526529 1.06246 284.505
24 7 0.0594053 0.00479421 1.06192 286.713
24 8 0.0444751 0.004077 1.06195 290.028
24 9 0.0275441 0.00284325 1.06227 293.127
24 10 0.0196266 -5.74771e-16 1.06238 294.433
24 11 0.0275441 -0.00284325 1.06227 293.163
24 12 0.0444751 -0.004077 1.06195 290.118
24 13 0.0594053 -0.00479421 1.06192 286.855
24 14 0.0681771 -0.00526529 1.06246 284.62
24 15 0.0706088 -0.0050291 1.06203 283.384
24 16 0.0688972 -0.00430204 1.06134 283.203
24 17 0.0635749 -0.00355188 1.06195 283.982
24 18 0.0518696 -0.00259147 1.06228 285.534
24 19 0.0328466 -0.00118721 1.06139 287.646
24 20 0.011351 -0.00012394 1.06149 289.74
25 0 0.0108757 2.84732e-05 1.06264 298.713
25 1 0.0315366 0.000566832 1.06111 295.206
25 2 0.0501242 0.00188592 1.06136 290.848
25 3 0.062651 0.00344148 1.06272 287.244
25 4 0.0684065 0.00419083 1.06189 284.694
25 5 0.0702167 0.0044137 1.06103 283.671
25 6 0.0682411 0.00458912 1.06239 284.684
25 7 0.0603318 0.00464444 1.06281 286.983
25 8 0.0449127 0.00413688 1.06138 289.878
25 9 0.0290529 0.00247909 1.06198 292.899
25 10 0.0235479 -6.06872e-16 1.06335 294.383
25 11 0.0290529 -0.00247909 1.06198 292.966
25 12 0.0449127 -0.00413688 1.06138 289.981
25 13 0.0603318 -0.00464444 1.06281 287.102
25 14 0.0682411 -0.00458912 1.06239 284.791
25 15 0.0702167 -0.0044137 1.06103 283.465
25 16 0.0684065 -0.00419083 1.06189 283.61
25 17 0.062651 -0.00344148 1.06272 284.503
25 18 0.0501242 -0.00188592 1.06136 285.913
25 19 0.0315366 -0.000566832 1.06111 288.31
